	sentence1	sentence2	label	heuristics	example1	example2	split
407	Did the singer cast bronze into a statue when bursting into the room?	 The singer cast bronze into a statue when bursting into the room.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
408	Did the kid hit the ball with the bat when shedding tears?	 The kid hit the ball with the bat when shedding tears.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
409	Did the student put the book on the shelf after slitting the envelope?	 The student put the book on the shelf after slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
410	Did the teacher thrust the fork into the cake while setting the dish on the table?	 The teacher thrust the fork into the cake while setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
411	Did the student spread the rumor while reading the letter?	 The student spread the rumor while reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
412	Did the singer thrust the fork into the cake before splitting the log?	 The singer thrust the fork into the cake before splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	test
413	Did the manager thrust the fork into the cake before splitting the log?	 The manager thrust the fork into the cake before splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
414	Did the assistant shut the door before casting bronze into a statue?	 The assistant shut the door before casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
415	Did the kid thrust the fork into the cake while reading the letter?	 The kid thrust the fork into the cake while reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
416	Did the athlete slit the envelope when thrusting the fork into the cake?	 The athlete slit the envelope when thrusting the fork into the cake.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
417	Did the doctor thrust the fork into the cake before setting the dish on the table?	 The doctor thrust the fork into the cake before setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
418	Did the manager hurt others before thrusting the fork into the cake?	 The manager hurt others before thrusting the fork into the cake.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
419	Did the director hurt others before putting the book on the shelf?	 The director hurt others before putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
420	Did the man shed tears when putting the book on the shelf?	 The man shed tears when putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
421	Did the man bet $100 on the race while upsetting the boat?	 The man bet $100 on the race while upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
422	Did the boy upset the boat after splitting the log?	 The boy upset the boat after splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
423	Did the athlete slit the envelope while spreading the rumor?	 The athlete slit the envelope while spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
424	Did the professor read the letter before letting the blinds down?	 The professor read the letter before letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
425	Did the teacher let the blinds down when bursting into the room?	 The teacher let the blinds down when bursting into the room.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
426	Did the child read the letter when splitting the log?	 The child read the letter when splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
427	Did the man let the blinds down while splitting the log?	 The man let the blinds down while splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
428	Did the singer set the dish on the table after upsetting the boat?	 The singer set the dish on the table after upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
429	Did the dancer upset the boat before putting the book on the shelf?	 The dancer upset the boat before putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
430	Did the stranger hit the ball with the bat before shutting the door?	 The stranger hit the ball with the bat before shutting the door.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
431	Did the girl hurt others while shutting the door?	 The girl hurt others while shutting the door.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
432	Did the director slit the envelope before betting $100 on the race?	 The director slit the envelope before betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
433	Did the stranger hit the ball with the bat while shedding tears?	 The stranger hit the ball with the bat while shedding tears.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
434	Did the professor thrust the fork into the cake before setting the dish on the table?	 The professor thrust the fork into the cake before setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
435	Did the stranger thrust the fork into the cake when spreading the rumor?	 The stranger thrust the fork into the cake when spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
436	Did the child hit the ball with the bat when upsetting the boat?	 The child hit the ball with the bat when upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
437	Did the man shut the door before upsetting the boat?	 The man shut the door before upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
438	Did the girl read the letter before setting the dish on the table?	 The girl read the letter before setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
439	Did the child hurt others while splitting the log?	 The child hurt others while splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
440	Did the worker thrust the fork into the cake before bursting into the room?	 The worker thrust the fork into the cake before bursting into the room.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
441	Did the singer shed tears while casting bronze into a statue?	 The singer shed tears while casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
442	Did the woman burst into the room before thrusting the fork into the cake?	 The woman burst into the room before thrusting the fork into the cake.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
443	Did the teacher burst into the room before slitting the envelope?	 The teacher burst into the room before slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
444	Did the stranger spread the rumor while upsetting the boat?	 The stranger spread the rumor while upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
445	Did the worker hurt others before slitting the envelope?	 The worker hurt others before slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
446	Did the worker thrust the fork into the cake when reading the letter?	 The worker thrust the fork into the cake when reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	test
447	Did the manager bet $100 on the race before reading the letter?	 The manager bet $100 on the race before reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
448	Did the kid cast bronze into a statue when bursting into the room?	 The kid cast bronze into a statue when bursting into the room.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
449	Did the singer shut the door before upsetting the boat?	 The singer shut the door before upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
450	Did the director split the log after hurting others?	 The director split the log after hurting others.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
451	Did the doctor put the book on the shelf while hurting others?	 The doctor put the book on the shelf while hurting others.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
452	Did the athlete let the blinds down when casting bronze into a statue?	 The athlete let the blinds down when casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	test
453	Did the boy spread the rumor before casting bronze into a statue?	 The boy spread the rumor before casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
454	Did the stranger upset the boat while putting the book on the shelf?	 The stranger upset the boat while putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
455	Did the child put the book on the shelf when betting $100 on the race?	 The child put the book on the shelf when betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
456	Did the doctor read the letter after hurting others?	 The doctor read the letter after hurting others.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
457	Did the assistant thrust the fork into the cake when letting the blinds down?	 The assistant thrust the fork into the cake when letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
458	Did the doctor shut the door before casting bronze into a statue?	 The doctor shut the door before casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
459	Did the student shut the door while upsetting the boat?	 The student shut the door while upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
460	Did the man set the dish on the table while upsetting the boat?	 The man set the dish on the table while upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
461	Did the boy cast bronze into a statue after spreading the rumor?	 The boy cast bronze into a statue after spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
462	Did the student shed tears while putting the book on the shelf?	 The student shed tears while putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
463	Did the kid bet $100 on the race after upsetting the boat?	 The kid bet $100 on the race after upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
464	Did the assistant shed tears when slitting the envelope?	 The assistant shed tears when slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
465	Did the student split the log while slitting the envelope?	 The student split the log while slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
466	Did the kid cast bronze into a statue when reading the letter?	 The kid cast bronze into a statue when reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
467	Did the child hurt others before slitting the envelope?	 The child hurt others before slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
468	Did the stranger cast bronze into a statue while spreading the rumor?	 The stranger cast bronze into a statue while spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
469	Did the dancer thrust the fork into the cake after bursting into the room?	 The dancer thrust the fork into the cake after bursting into the room.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
470	Did the singer bet $100 on the race after casting bronze into a statue?	 The singer bet $100 on the race after casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
471	Did the stranger split the log after casting bronze into a statue?	 The stranger split the log after casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
472	Did the singer slit the envelope while reading the letter?	 The singer slit the envelope while reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
473	Did the worker let the blinds down before betting $100 on the race?	 The worker let the blinds down before betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
474	Did the boy shed tears after putting the book on the shelf?	 The boy shed tears after putting the book on the shelf.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
475	Did the assistant cast bronze into a statue before letting the blinds down?	 The assistant cast bronze into a statue before letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
476	Did the kid put the book on the shelf before setting the dish on the table?	 The kid put the book on the shelf before setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
477	Did the dancer hit the ball with the bat while spreading the rumor?	 The dancer hit the ball with the bat while spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
478	Did the girl burst into the room while betting $100 on the race?	 The girl burst into the room while betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
479	Did the assistant cast bronze into a statue after letting the blinds down?	 The assistant cast bronze into a statue after letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
480	Did the girl bet $100 on the race while casting bronze into a statue?	 The girl bet $100 on the race while casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
481	Did the boy split the log after letting the blinds down?	 The boy split the log after letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
482	Did the child thrust the fork into the cake before reading the letter?	 The child thrust the fork into the cake before reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
483	Did the manager hit the ball with the bat when hurting others?	 The manager hit the ball with the bat when hurting others.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
484	Did the teacher thrust the fork into the cake before upsetting the boat?	 The teacher thrust the fork into the cake before upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
485	Did the director hit the ball with the bat while reading the letter?	 The director hit the ball with the bat while reading the letter.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
486	Did the athlete shut the door after hitting the ball with the bat?	 The athlete shut the door after hitting the ball with the bat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
487	Did the director burst into the room after hitting the ball with the bat?	 The director burst into the room after hitting the ball with the bat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
488	Did the child burst into the room after casting bronze into a statue?	 The child burst into the room after casting bronze into a statue.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
489	Did the director upset the boat before slitting the envelope?	 The director upset the boat before slitting the envelope.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
490	Did the woman bet $100 on the race when upsetting the boat?	 The woman bet $100 on the race when upsetting the boat.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
491	Did the boy thrust the fork into the cake after spreading the rumor?	 The boy thrust the fork into the cake after spreading the rumor.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	test
492	Did the child let the blinds down after setting the dish on the table?	 The child let the blinds down after setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
493	Did the athlete cast bronze into a statue after setting the dish on the table?	 The athlete cast bronze into a statue after setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
494	Did the child set the dish on the table while shedding tears?	 The child set the dish on the table while shedding tears.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	test
495	Did the man burst into the room when shedding tears?	 The man burst into the room when shedding tears.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
496	Did the boy burst into the room after betting $100 on the race?	 The boy burst into the room after betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
497	Did the director hurt others after shedding tears?	 The director hurt others after shedding tears.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
498	Did the director read the letter after letting the blinds down?	 The director read the letter after letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
499	Did the professor hit the ball with the bat while letting the blinds down?	 The professor hit the ball with the bat while letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
600	Did the worker split the log more seriously than the director?	 The worker split the log more seriously than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
601	Did the singer upset the boat worse than the athlete?	 The singer upset the boat worse than the athlete.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
602	Did the dancer bet $100 on the race better than the worker?	 The dancer bet $100 on the race better than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
603	Did the girl bet $100 on the race more seriously than the worker?	 The girl bet $100 on the race more seriously than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
604	Did the man cast bronze into a statue better than the singer?	 The man cast bronze into a statue better than the singer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
605	Did the singer hit the ball with the bat worse than the kid?	 The singer hit the ball with the bat worse than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
606	Did the student read the letter worse than the boy?	 The student read the letter worse than the boy.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
607	Did the athlete slit the envelope earlier than the doctor?	 The athlete slit the envelope earlier than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
608	Did the doctor burst into the room more seriously than the dancer?	 The doctor burst into the room more seriously than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
609	Did the girl hurt others worse than the worker?	 The girl hurt others worse than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
610	Did the girl split the log more seriously than the kid?	 The girl split the log more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
611	Did the director let the blinds down earlier than the kid?	 The director let the blinds down earlier than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
612	Did the worker bet $100 on the race worse than the doctor?	 The worker bet $100 on the race worse than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
613	Did the worker set the dish on the table earlier than the man?	 The worker set the dish on the table earlier than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
614	Did the boy set the dish on the table worse than the kid?	 The boy set the dish on the table worse than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
615	Did the professor bet $100 on the race worse than the assistant?	 The professor bet $100 on the race worse than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
616	Did the boy hit the ball with the bat more seriously than the kid?	 The boy hit the ball with the bat more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
617	Did the professor read the letter worse than the teacher?	 The professor read the letter worse than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
618	Did the kid spread the rumor earlier than the manager?	 The kid spread the rumor earlier than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
619	Did the man read the letter more seriously than the woman?	 The man read the letter more seriously than the woman.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
620	Did the manager shut the door more seriously than the professor?	 The manager shut the door more seriously than the professor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
621	Did the kid put the book on the shelf earlier than the assistant?	 The kid put the book on the shelf earlier than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
622	Did the boy hurt others worse than the doctor?	 The boy hurt others worse than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
623	Did the teacher put the book on the shelf worse than the student?	 The teacher put the book on the shelf worse than the student.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
624	Did the assistant slit the envelope earlier than the man?	 The assistant slit the envelope earlier than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
625	Did the stranger shed tears more seriously than the kid?	 The stranger shed tears more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
626	Did the athlete cast bronze into a statue earlier than the child?	 The athlete cast bronze into a statue earlier than the child.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
627	Did the girl bet $100 on the race worse than the athlete?	 The girl bet $100 on the race worse than the athlete.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
628	Did the manager slit the envelope better than the boy?	 The manager slit the envelope better than the boy.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
629	Did the boy spread the rumor more seriously than the man?	 The boy spread the rumor more seriously than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
630	Did the worker shed tears earlier than the dancer?	 The worker shed tears earlier than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
631	Did the manager set the dish on the table worse than the kid?	 The manager set the dish on the table worse than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
632	Did the boy split the log better than the director?	 The boy split the log better than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
633	Did the athlete split the log better than the teacher?	 The athlete split the log better than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
634	Did the girl put the book on the shelf worse than the director?	 The girl put the book on the shelf worse than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
635	Did the teacher spread the rumor more seriously than the boy?	 The teacher spread the rumor more seriously than the boy.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
636	Did the dancer burst into the room better than the stranger?	 The dancer burst into the room better than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
637	Did the dancer cast bronze into a statue worse than the worker?	 The dancer cast bronze into a statue worse than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
638	Did the singer cast bronze into a statue earlier than the boy?	 The singer cast bronze into a statue earlier than the boy.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
639	Did the singer set the dish on the table better than the assistant?	 The singer set the dish on the table better than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	test
640	Did the worker thrust the fork into the cake worse than the doctor?	 The worker thrust the fork into the cake worse than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
641	Did the assistant let the blinds down worse than the athlete?	 The assistant let the blinds down worse than the athlete.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
642	Did the singer split the log more seriously than the kid?	 The singer split the log more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
643	Did the girl let the blinds down more seriously than the singer?	 The girl let the blinds down more seriously than the singer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
644	Did the singer set the dish on the table better than the child?	 The singer set the dish on the table better than the child.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
645	Did the child cast bronze into a statue more seriously than the woman?	 The child cast bronze into a statue more seriously than the woman.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
646	Did the doctor let the blinds down worse than the woman?	 The doctor let the blinds down worse than the woman.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	test
647	Did the kid let the blinds down better than the director?	 The kid let the blinds down better than the director.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
648	Did the assistant let the blinds down more seriously than the kid?	 The assistant let the blinds down more seriously than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
649	Did the doctor thrust the fork into the cake better than the dancer?	 The doctor thrust the fork into the cake better than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
650	Did the assistant upset the boat worse than the student?	 The assistant upset the boat worse than the student.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	test
651	Did the student set the dish on the table worse than the manager?	 The student set the dish on the table worse than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
652	Did the student put the book on the shelf earlier than the singer?	 The student put the book on the shelf earlier than the singer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
653	Did the singer shut the door earlier than the girl?	 The singer shut the door earlier than the girl.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
654	Did the woman upset the boat earlier than the manager?	 The woman upset the boat earlier than the manager.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
655	Did the athlete burst into the room better than the worker?	 The athlete burst into the room better than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
656	Did the worker cast bronze into a statue better than the man?	 The worker cast bronze into a statue better than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
657	Did the woman burst into the room worse than the dancer?	 The woman burst into the room worse than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
658	Did the child shed tears earlier than the girl?	 The child shed tears earlier than the girl.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
659	Did the worker hit the ball with the bat better than the assistant?	 The worker hit the ball with the bat better than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
660	Did the girl put the book on the shelf worse than the stranger?	 The girl put the book on the shelf worse than the stranger.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
661	Did the kid shut the door earlier than the dancer?	 The kid shut the door earlier than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
662	Did the boy hurt others earlier than the doctor?	 The boy hurt others earlier than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
663	Did the professor put the book on the shelf better than the kid?	 The professor put the book on the shelf better than the kid.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
664	Did the doctor slit the envelope better than the man?	 The doctor slit the envelope better than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
665	Did the man shut the door better than the dancer?	 The man shut the door better than the dancer.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
666	Did the singer set the dish on the table worse than the assistant?	 The singer set the dish on the table worse than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
667	Did the assistant upset the boat earlier than the child?	 The assistant upset the boat earlier than the child.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
668	Did the woman set the dish on the table more seriously than the worker?	 The woman set the dish on the table more seriously than the worker.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
669	Did the worker shed tears worse than the man?	 The worker shed tears worse than the man.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
670	Did the assistant bet $100 on the race better than the teacher?	 The assistant bet $100 on the race better than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
671	Did the assistant cast bronze into a statue worse than the athlete?	 The assistant cast bronze into a statue worse than the athlete.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
672	Did the child cast bronze into a statue worse than the doctor?	 The child cast bronze into a statue worse than the doctor.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
673	Did the stranger burst into the room more seriously than the teacher?	 The stranger burst into the room more seriously than the teacher.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
674	Did the student slit the envelope more seriously than the assistant?	 The student slit the envelope more seriously than the assistant.	entailment	 -	 The doctor cut the tree better than the singer.	 The doctor cut the tree.	train
